"Text__TextElement-sc-if376j-0","mMx2LUixlnN_Fu45JpFB src","btE2c3IKaOXZ4VNAb8WQ href","Text__TextElement-sc-if376j-0 2","Text__TextElement-sc-if376j-0 3","Text__TextElement-sc-if376j-0 4","Text__TextElement-sc-if376j-0 href","Text__TextElement-sc-if376j-0 5","Text__TextElement-sc-if376j-0 href 2","standalone-ellipsis-one-line","standalone-ellipsis-one-line href","Text__TextElement-sc-if376j-0 6","Text__TextElement-sc-if376j-0 7"
"98","https://i.scdn.co/image/ab67616d0000485123377975bf6c4426d3b4167e","https://open.spotify.com/track/5N227pRgu11NVAB7E87cxy","Send My Love / Sit Still, Look Pretty (Acoustic Mashup) [Nightcore Version]","","Nightcore Dreams","https://open.spotify.com/artist/0lPqRRcwqLwi9ODLGDu5sA","","","Send My Love / Sit Still, Look Pretty (Acoustic Mashup) [Nightcore Version]","https://open.spotify.com/album/1M5YN0qtj3OVInPRP79Jtu","Apr 25, 2021","2:55"
"99","https://i.scdn.co/image/ab67616d00004851433037f11b4605f52da2f7a9","https://open.spotify.com/track/4N0oqsCvkfQ0W5ATnb7nvc","Empire","","Beth Crowley","https://open.spotify.com/artist/70Mtv8bWyfIXjxORsNnqq6","","","Empire","https://open.spotify.com/album/4dUaYOgPBAXQMTOi6bkSLk","Apr 25, 2021","3:43"
"100","https://i.scdn.co/image/ab67616d00004851abc40a559829c1a93b92c276","https://open.spotify.com/track/6IklmB1n2kIu4TvJDLb4Ss","Safari","","Serena","https://open.spotify.com/artist/3TnHUGTOpN3yuYw59iGMSd","","","Safari","https://open.spotify.com/album/4Smwe5lb2kQUDsewTmuFIF","Apr 25, 2021","3:07"
"101","https://i.scdn.co/image/ab67616d000048510d9644f6731b51b68690d8e2","https://open.spotify.com/track/1YySksBo8O9tdgBcdPIIWw","Apollo - Eurovision Version","","Timebelle","https://open.spotify.com/artist/5HiW8Shh2vPcD16rE8MaBr","","","Apollo","https://open.spotify.com/album/4elNzPRj1gwNFwcyxJOz86","Apr 25, 2021","2:59"
"102","https://i.scdn.co/image/ab67616d00004851b79957600ee28c87b6bd179d","https://open.spotify.com/track/1RMJfOjuWNkfdjDo038CgU","Mine","","Phoebe Ryan","https://open.spotify.com/artist/4N874uPqBka1QiCvnCVOtr","","","Mine EP","https://open.spotify.com/album/4cBD8BcJFl1UKSkmfrJgzo","Apr 25, 2021","3:47"
"103","https://i.scdn.co/image/ab67616d000048510c8599cbde51245c128bcea9","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","Starboy",",","The Weeknd","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ","Daft Punk","https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi","Starboy","https://open.spotify.com/album/09fggMHib4YkOtwQNXEBII","Apr 25, 2021","3:50"
"104","https://i.scdn.co/image/ab67616d00004851c0e28105f0533c52717c46c2","https://open.spotify.com/track/4BLpd6QINAs4UXd1lVtdhj","Dangerously","","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","","","Nine Track Mind","https://open.spotify.com/album/6E0p38TjcK490itZ1Ns7bD","Apr 25, 2021","3:19"
"105","https://i.scdn.co/image/ab67616d00004851c0e28105f0533c52717c46c2","https://open.spotify.com/track/3MWGlCKyH4nILtXRnE9gd7","Marvin Gaye (feat. Meghan Trainor)",",","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","Meghan Trainor","https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz","Nine Track Mind","https://open.spotify.com/album/6E0p38TjcK490itZ1Ns7bD","Apr 25, 2021","3:10"
"106","https://i.scdn.co/image/ab67616d000048516bc7473df6c9d1fd90972e84","https://open.spotify.com/track/7KxhSJOYiqCDclXDBNlFSZ","Kill Em With Kindness","","Selena Gomez","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx","","","Revival (Deluxe)","https://open.spotify.com/album/3Kbuu2tHsIbplFUkB7a5oE","Apr 25, 2021","3:37"
"107","https://i.scdn.co/image/ab67616d00004851c0e28105f0533c52717c46c2","https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV","We Don't Talk Anymore (feat. Selena Gomez)",",","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","Selena Gomez","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx","Nine Track Mind","https://open.spotify.com/album/6E0p38TjcK490itZ1Ns7bD","Apr 25, 2021","3:37"
"108","https://i.scdn.co/image/ab67616d0000485110368f28dac3b838770f985c","https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC","Wolves",",","Selena Gomez","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx","Marshmello","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T","Wolves","https://open.spotify.com/album/2pABD3sfXVajKVXw83WMvT","Apr 25, 2021","3:17"
"109","https://i.scdn.co/image/ab67616d0000485197650052269e0a345699bf01","https://open.spotify.com/track/5U2m76qAMdr3gXI0g6ptlG","Come & Get It","","Selena Gomez","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx","","","Stars Dance","https://open.spotify.com/album/4MGDyHLc9ctHHiX4wCn1tV","Apr 25, 2021","3:51"
"110","https://i.scdn.co/image/ab67616d00004851b2d9dfe5f20fdc81aee6ac61","https://open.spotify.com/track/6H1W0J5MSmoyThReaHJmwr","Don't Go",",","DJ Layla","https://open.spotify.com/artist/2P6eqhkVgAEOEQu8RsG8nN","Malina Tanase","https://open.spotify.com/artist/6fmxLikxzguU725nCGNcZm","Don't Go","https://open.spotify.com/album/6JefqHojUv9ryaWFwaZOD1","Apr 25, 2021","3:35"
"111","https://i.scdn.co/image/ab67616d000048517a6339d6ddfd579f77559b3c","https://open.spotify.com/track/0HPD5WQqrq7wPWR7P7Dw1i","TiK ToK","","Kesha","https://open.spotify.com/artist/6LqNN22kT3074XbTVUrhzX","","","Animal (Expanded Edition)","https://open.spotify.com/album/6fpLLJsDSSAlToEDW2jv4F","Apr 25, 2021","3:19"
"112","https://i.scdn.co/image/ab67616d00004851442b53773d50e1b5369bb16c","https://open.spotify.com/track/4gbVRS8gloEluzf0GzDOFc","Maps","","Maroon 5","https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP","","","V","https://open.spotify.com/album/2Auw0pTT6EcQdvHNimhLQI","Apr 25, 2021","3:09"
"113","https://i.scdn.co/image/ab67616d00004851937af329667311f4b2831616","https://open.spotify.com/track/1nZzRJbFvCEct3uzu04ZoL","Part Of Me","","Katy Perry","https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X","","","Teenage Dream: The Complete Confection","https://open.spotify.com/album/5BvgP623rtvlc0HDcpzquz","Apr 25, 2021","3:36"
"114","https://i.scdn.co/image/ab67616d00004851386cfde5b7b1573e0d001f63","https://open.spotify.com/track/4d2hD63oUGU3s7L66JD0BE","Dance Again (feat. Pitbull)",",","Jennifer Lopez","https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR","Pitbull","https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg","Dance Again...The Hits","https://open.spotify.com/album/7LN1DM2rLG5GFezakJF4vk","Apr 25, 2021","3:57"
"115","https://i.scdn.co/image/ab67616d000048512ed326786e4c61c6b1dbf222","https://open.spotify.com/track/0AH6WMe3OlAlUb5miXt2FQ","Only Girl (In The World)","","Rihanna","https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H","","","Loud","https://open.spotify.com/album/7vN82vd1Vq44fjlhjfvHJp","Apr 25, 2021","3:55"
"116","https://i.scdn.co/image/ab67616d00004851eaef0c79cf0469304b4ef646","https://open.spotify.com/track/55qNvU28lXUg71TKMqiXmM","Send My Love / Sit Still, Look Pretty (Acoustic Mashup)",",","Landon Austin","https://open.spotify.com/artist/2WROyFfIOmKtRopsTrIL52","Kaya May","https://open.spotify.com/artist/7o6uQNwIGw0FgF8U5vnfBV","Send My Love / Sit Still, Look Pretty (Acoustic Mashup)","https://open.spotify.com/album/4uhgDqDUjv9mm4CmCYnmpl","Apr 25, 2021","3:22"
"117","https://i.scdn.co/image/89b2d39fdcba27be1b4d1e5a242fe0c8cd539a12","https://open.spotify.com/track/1oIdcFtf58sZbS7QyZQJ2P","Run Free",",","Deep Chills","https://open.spotify.com/artist/12rBrcOPP50qIan8ew4iTP","IVIE","https://open.spotify.com/artist/2ol1cb6xyYpaxRTUsl1CYN","Run Free","https://open.spotify.com/album/37QAucQUcm3aCvRLxjtwKj","Apr 25, 2021","2:50"
"118","https://i.scdn.co/image/ab67616d000048512773b7d6ca91258a83d06783","https://open.spotify.com/track/4B2kkxg3wKSTZw5JPaUtzQ","On & On",",","Cartoon","https://open.spotify.com/artist/2sf28o6euxEDpYkG9dMtuM","Daniel Levi","https://open.spotify.com/artist/0cA0C4yBNRaN2EZsE2wT3Y","On & On","https://open.spotify.com/album/0Lt1PzvVZoslDNI2Jsq6pW","Apr 25, 2021","3:27"
"119","https://i.scdn.co/image/ab67616d000048510c13d3d5a503c84fcc60ae94","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","Paris","","The Chainsmokers","https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp","","","Memories...Do Not Open","https://open.spotify.com/album/4JPguzRps3kuWDD5GS6oXr","Apr 25, 2021","3:41"
"120","https://i.scdn.co/image/ab67616d00004851b4c5982e1b92f97a126fc18c","https://open.spotify.com/track/2wNGoon7FlKnVEyYS1ZRBQ","Sweet Dreams","","Beyoncé","https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m","","","I AM...SASHA FIERCE - Platinum Edition","https://open.spotify.com/album/3ROfBX6lJLnCmaw1NrP5K9","Apr 25, 2021","3:27"
"121","https://i.scdn.co/image/ab67616d0000485190cb92d336b48632bc8b1222","https://open.spotify.com/track/5Iiw7OjTUhofHv2air9dsG","End of Time",", ,","K-391","https://open.spotify.com/artist/6pWcSL9wSJZQ9ne0TnhdWr","Alan Walker","https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN","End of Time (Remixes)","https://open.spotify.com/album/582ZuQBC3kHcc7PRTuJMqd","Apr 25, 2021","3:07"
"122","https://i.scdn.co/image/ab67616d000048519e2f95ae77cf436017ada9cb","https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1","Counting Stars","","OneRepublic","https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ","","","Native","https://open.spotify.com/album/20lOt6G8MHv8ZO7ViOmiP7","Apr 25, 2021","4:17"
"123","https://i.scdn.co/image/ab67616d00004851b632aed862306db6be58b01a","https://open.spotify.com/track/4cKTN2oKAnD8WmCiWr9GaZ","Larger Than Life (feat. Benji Jackson)",",","Pinkzebra","https://open.spotify.com/artist/0Y6fdmmXoDyXe5CRAkrLD6","Benji Jackson","https://open.spotify.com/artist/19UvY2sRQ0Oj72hmd921KK","Larger Than Life (feat. Benji Jackson)","https://open.spotify.com/album/4BHNRrHfIymaxbqCsV4X39","Apr 25, 2021","3:29"
"124","https://i.scdn.co/image/ab67616d0000485138aae75dc37fb42457866ffd","https://open.spotify.com/track/01BC4Xj5tfsfV8DLDrma7q","Ciao Adios","","Anne-Marie","https://open.spotify.com/artist/1zNqDE7qDGCsyzJwohVaoX","","","Speak Your Mind (Deluxe)","https://open.spotify.com/album/7lPoGKpCGgdKFAxpudhAH5","Apr 25, 2021","3:19"
"125","https://i.scdn.co/image/ab67616d0000485138aae75dc37fb42457866ffd","https://open.spotify.com/track/6IQCmIGaOxzjNNcwScETVD","FRIENDS",",","Marshmello","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T","Anne-Marie","https://open.spotify.com/artist/1zNqDE7qDGCsyzJwohVaoX","Speak Your Mind (Deluxe)","https://open.spotify.com/album/7lPoGKpCGgdKFAxpudhAH5","Apr 25, 2021","3:22"
"126","https://i.scdn.co/image/ab67616d00004851f9a776c0d4ec78052c92882b","https://open.spotify.com/track/6ATgDc6e4sPn84hvJsAmPt","hate u love u","","Olivia O'Brien","https://open.spotify.com/artist/1QRj3hoop9Mv5VvHQkwPEp","","","hate u love u","https://open.spotify.com/album/0rajxwGsaQ1sqoegXK6gvw","Apr 25, 2021","2:55"
"127","https://i.scdn.co/image/ab67616d000048512371b393df83472358eb2449","https://open.spotify.com/track/3ZzoGdqnTIh7CzylCK0xC4","Horizon (feat. Zina Ida)",",","Max + Johann","https://open.spotify.com/artist/7tUuueEA6DzbvvHmDy79Ow","Zina Ida","https://open.spotify.com/artist/36llJ6pZ49q4E1iYZH7dmY","Horizon (feat. Zina Ida)","https://open.spotify.com/album/1c37W2bqeCrwwv5oC7w3LW","Apr 25, 2021","3:22"
"128","https://i.scdn.co/image/ab67616d000048515a0fca95bfacb33ca3580a29","https://open.spotify.com/track/0e3yhVeNaTfKIWQRw9U9sY","Sacrifice","","Elton John","https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b","","","Sleeping With The Past (Remastered with bonus tracks)","https://open.spotify.com/album/0j12QW17dkUCCI7eOAiT1r","Apr 25, 2021","5:04"
"129","https://i.scdn.co/image/ab67616d0000485120e83ae88788171f44956ee3","https://open.spotify.com/track/50a8MArgh6xHAu5E8sshO8","Gold","","Paloma Faith","https://open.spotify.com/artist/4fwuXg6XQHfdlOdmw36OHa","","","Infinite Things","https://open.spotify.com/album/4ynl3QNO1lnfJWqWDJmb1A","Apr 25, 2021","3:58"
"130","https://i.scdn.co/image/ab67616d000048517eeff3c9d5c81a08e1552d06","https://open.spotify.com/track/4pEylyftELdaYfRROnRhFs","Leyla","","Mesto","https://open.spotify.com/artist/0RViEWnZO2VhmY4oI0PhF9","","","Leyla","https://open.spotify.com/album/0XI7UpJxI7gl5fjEak9LYa","Apr 25, 2021","3:01"
"131","https://i.scdn.co/image/ab67616d00004851a21727d38ed201c03d9bac24","https://open.spotify.com/track/4jgCDh6JCkw2kEYuIyNxzI","I'll Be There","","Walk off the Earth","https://open.spotify.com/artist/6jEiUoyyJNPHzSR0Nib6HX","","","I'll Be There","https://open.spotify.com/album/4uJyrxM69IrTnjbISt72eU","Apr 25, 2021","2:49"
"131","https://i.scdn.co/image/ab67616d00004851a21727d38ed201c03d9bac24","https://open.spotify.com/track/4jgCDh6JCkw2kEYuIyNxzI","I'll Be There","Walk off the Earth","Apr 25, 2021","https://open.spotify.com/artist/6jEiUoyyJNPHzSR0Nib6HX","2:49","","I'll Be There","https://open.spotify.com/album/4uJyrxM69IrTnjbISt72eU","",""
"132","https://i.scdn.co/image/ab67616d00004851de1ef6794bce2d9e397717bf","https://open.spotify.com/track/5A3fPy30SN2wuzrahpcxvV","Don't Give Up On Me - (From ""Five Feet Apart"")","","Andy Grammer","https://open.spotify.com/artist/2oX42qP5ineK3hrhBECLmj","","","Naive","https://open.spotify.com/album/20mlgqmD6YJwkNuAfLRcDC","Apr 25, 2021","3:16"
"133","https://i.scdn.co/image/ab67616d00004851c0883b8f5a96bcc175906741","https://open.spotify.com/track/2MbgQKWhoii8bqsMBWWWgA","Courage to Change","","Sia","https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN","","","Courage to Change","https://open.spotify.com/album/09bnoLaXqJi7naZtDXHIbh","Apr 25, 2021","4:52"
"134","https://i.scdn.co/image/ab67616d000048515dfb1bcbc7c58c52c9e5c0be","https://open.spotify.com/track/6JZYMxvcoeLD4IifJPvDux","Dirty Diana","","Michael Jackson","https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm","","","Number Ones","https://open.spotify.com/album/1jcYwZsN7JEve9xsq9BuUX","Apr 25, 2021","4:40"
"135","https://i.scdn.co/image/ab67616d00004851b1ab92b8e26ab1cb783ffe15","https://open.spotify.com/track/2hgzdQdnfWwtdpZbhZlV72","Ain't Your Mama","","Jennifer Lopez","https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR","","","Ain't Your Mama","https://open.spotify.com/album/5Bd99eGJKXoRMnqgqWlWmp","Apr 25, 2021","3:38"
"136","https://i.scdn.co/image/ab67616d00004851b4c5982e1b92f97a126fc18c","https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr","Halo","","Beyoncé","https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m","","","I AM...SASHA FIERCE - Platinum Edition","https://open.spotify.com/album/3ROfBX6lJLnCmaw1NrP5K9","Apr 25, 2021","4:21"
"137","https://i.scdn.co/image/ab67616d00004851b4c5982e1b92f97a126fc18c","https://open.spotify.com/track/1oQZk2bKBLgP1cbuFKvjkq","If I Were a Boy","","Beyoncé","https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m","","","I AM...SASHA FIERCE - Platinum Edition","https://open.spotify.com/album/3ROfBX6lJLnCmaw1NrP5K9","Apr 25, 2021","4:09"
"138","https://i.scdn.co/image/ab67616d000048516c0a6e8170a29e2d098671da","https://open.spotify.com/track/62a0gOi6Far1aNL15p63XZ","If I Was Your Girlfriend",",","Mondays","https://open.spotify.com/artist/2ozPCkyHfA8kLDghkVwGrq","Lucy","https://open.spotify.com/artist/4EdUsCGAVQWUtLwVMnwKru","Be With You","https://open.spotify.com/album/2Kf635bB6fAO2HuPTa2fAy","Apr 25, 2021","3:15"
"139","https://i.scdn.co/image/ab67616d00004851ab51910c8ff691d0e9a5d5fd","https://open.spotify.com/track/4ZVSSE2JUJwsyTukDwjoT6","Sign","","DEAMN","https://open.spotify.com/artist/1Q50Y9cXWlkNEG6gJfUP1e","","","Save Me","https://open.spotify.com/album/5QGLJ0GHC9MX1sqzOHGpA4","Apr 25, 2021","3:11"
"140","https://i.scdn.co/image/ab67616d0000485131afd4ae9536902070ef660b","https://open.spotify.com/track/4ywvnllm7kpaXDsa1VNNpY","Stereo Hearts (feat. Adam Levine)",",","Gym Class Heroes","https://open.spotify.com/artist/4IJczjB0fJ04gs4uvP0Fli","Adam Levine","https://open.spotify.com/artist/4bYPcJP5jwMhSivRcqie2n","The Papercut Chronicles II","https://open.spotify.com/album/2gQZgqhCzkAZQ59Jv5V0Fq","Apr 25, 2021","3:30"
"141","https://i.scdn.co/image/ab67616d000048515393c5d3cac806092a9bc468","https://open.spotify.com/track/2P4OICZRVAQcYAV2JReRfj","Waiting For Love","","Avicii","https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6","","","Stories","https://open.spotify.com/album/7dqftJ3kas6D0VAdmt3k3V","Apr 25, 2021","3:50"
"142","https://i.scdn.co/image/ab67616d0000485104bfd5a5fd5aa6ca648f66aa","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","Happier",",","Marshmello","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T","Bastille","https://open.spotify.com/artist/7EQ0qTo7fWT7DPxmxtSYEc","Happier","https://open.spotify.com/album/78EicdHZr5XBWD7llEZ1Jh","Apr 25, 2021","3:34"
"143","https://i.scdn.co/image/ab67616d000048513119f490f02fcee6514e8604","https://open.spotify.com/track/1LmN9SSHISbtp9LoaR5ZVJ","Payphone",",","Maroon 5","https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP","Wiz Khalifa","https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop","Overexposed","https://open.spotify.com/album/5x7JzoE4A3DwwU6FPt8qws","Apr 25, 2021","3:51"
"144","https://i.scdn.co/image/ab67616d000048512a1643810ee63be0c0384648","https://open.spotify.com/track/62usIcDxqFIQ7x5qN91hrN","I Need Your Love",",","Madilyn Bailey","https://open.spotify.com/artist/0NxhAEPOSeCg6vypFr7yjU","Jake Coco","https://open.spotify.com/artist/6WyeyhNDpeIVbznnztFDQZ","The Covers, Vol. 6","https://open.spotify.com/album/3UeQky60klTQg4svlsc0yT","Apr 25, 2021","3:19"
"145","https://i.scdn.co/image/ab67616d00004851a4475886947b809951c339b0","https://open.spotify.com/track/00IO2m0XxxDJ2ncBUvEvBR","Stick Together","","Elijah N","https://open.spotify.com/artist/6SbkdoreoUsexJVVmFAOFl","","","Forgetting This","https://open.spotify.com/album/7GFDwR3G1jijRt07omeW6C","Apr 25, 2021","3:15"
"146","https://i.scdn.co/image/ab67616d0000485124612697b3810c994326c0e5","https://open.spotify.com/track/0ZwdH0m32I8odedwvspYTh","I Don't Wanna Live Forever (Fifty Shades Darker)","","Tyler Ward","https://open.spotify.com/artist/5Hc9oDGvStNGmnj44m8sHg","","","Under Covers","https://open.spotify.com/album/2vJDYJoolDQHz8NtYSE9k7","Apr 25, 2021","3:42"
"147","https://i.scdn.co/image/ab67616d00004851ddebf7bad9dfe64d6dc25239","https://open.spotify.com/track/4DHRbvvQyC3mBa3Y0JNl4n","Make Me Move",",","Culture Code","https://open.spotify.com/artist/2FF8wcGpikv5RFbAK1rvdZ","Karra","https://open.spotify.com/artist/24CzPFC4y3bM4AkUnZfuAU","Make Me Move","https://open.spotify.com/album/3nsCHzeqOE9XBotr5UxD7M","Apr 25, 2021","3:17"
"148","https://i.scdn.co/image/ab67616d00004851f9a776c0d4ec78052c92882b","https://open.spotify.com/track/6ATgDc6e4sPn84hvJsAmPt","hate u love u","","Olivia O'Brien","https://open.spotify.com/artist/1QRj3hoop9Mv5VvHQkwPEp","","","hate u love u","https://open.spotify.com/album/0rajxwGsaQ1sqoegXK6gvw","Apr 25, 2021","2:55"
"149","https://i.scdn.co/image/ab67616d00004851f2cf4cf5b74718a5922fa17d","https://open.spotify.com/track/1mRBJdpIgc3jZH8C3cN2WV","If Only",",","Dove Cameron","https://open.spotify.com/artist/2W8yFh0Ga6Yf3jiayVxwkE","Disney","https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO","Descendants (Original TV Movie Soundtrack)","https://open.spotify.com/album/6notdj85QIGeqR1zKqT3Oh","Apr 25, 2021","3:49"
"150","https://i.scdn.co/image/ab67616d00004851f460dcdffa04e30a8a3d68eb","https://open.spotify.com/track/3wuR0YSNdT9rgWfFi1lctv","Million Ways","","HRVY","https://open.spotify.com/artist/28y6CyJNkGNjJQKrlx4AmN","","","Million Ways","https://open.spotify.com/album/1xt2BkbHWFWZbQqP5iFHwe","Apr 25, 2021","2:49"
"151","https://i.scdn.co/image/ab67616d00004851c0b56c98fc5bdf066251d988","https://open.spotify.com/track/54fFQDKCPb0NO6WRnAlLfV","Name Tag",",","Nivicious","https://open.spotify.com/artist/4X26kJz832uPbTiOwF2IWo","AdamAlexander","https://open.spotify.com/artist/56Cy71GT3qBw5raNunSLDX","Name Tag","https://open.spotify.com/album/2Ckx8xayj75lQhHVGVEOrW","Apr 25, 2021","3:16"
"152","https://i.scdn.co/image/ab67616d00004851897f73256b9128a9d70eaf66","https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50","Attention","","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","","","Voicenotes","https://open.spotify.com/album/0mZIUXje90JtHxPNzWsJNR","Apr 25, 2021","3:28"
"153","https://i.scdn.co/image/ab67616d00004851a108e07c661f9fc54de9c43a","https://open.spotify.com/track/0lks2Kt9veMOFEAPN0fsqN","Lily",", ,","Alan Walker","https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN","K-391","https://open.spotify.com/artist/6pWcSL9wSJZQ9ne0TnhdWr","Different World","https://open.spotify.com/album/3nzuGtN3nXARvvecier4K0","Apr 25, 2021","3:15"
"154","https://i.scdn.co/image/ab67616d0000485153d09a982d1c5c0cd58b1b88","https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv","OK Not To Be OK",",","Marshmello","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T","Demi Lovato","https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp","OK Not To Be OK","https://open.spotify.com/album/3wCtCJ8O6SlGBWYfzAlsb2","Apr 25, 2021","2:39"
"155","https://i.scdn.co/image/ab67616d00004851c01194bbe928c038cef5607b","https://open.spotify.com/track/6r8k1vznHrzlEKYxL4dZEe","La Isla Bonita","","Madonna","https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW","","","True Blue","https://open.spotify.com/album/6fmnT17jc2Sc69q3nza1eD","Apr 25, 2021","4:02"
"156","https://i.scdn.co/image/ab67616d0000485183e9b06ccd219248b5301264","https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X","Shape of You","","Ed Sheeran","https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V","","","Shape of You","https://open.spotify.com/album/7oJa8bPFKVbq4c7NswXHw8","Apr 25, 2021","3:53"
"157","https://i.scdn.co/image/ab67616d00004851b536cfb98c74558db48f8a46","https://open.spotify.com/track/61lDxV5pn2UdumqMpdxCKG","Savannah",",","Diviners","https://open.spotify.com/artist/22lnnGKlaDxk8sfzCNRJuA","Philly K.","https://open.spotify.com/artist/1v8lhkt5jZgHT8xi1wYNUS","Savannah","https://open.spotify.com/album/0oJoSAyzhTwzIIU5Y5AXca","Apr 25, 2021","3:28"
"158","https://i.scdn.co/image/ab67616d000048519e1683774b22648f4f178ed3","https://open.spotify.com/track/7oArXBmMlLCtZdUkXWQZGs","One Mississippi","","Zara Larsson","https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg","","","So Good","https://open.spotify.com/album/5YLRVHDVRw3QqWbeTGpC5B","Apr 25, 2021","3:07"
"158","https://i.scdn.co/image/ab67616d000048519e1683774b22648f4f178ed3","https://open.spotify.com/track/7oArXBmMlLCtZdUkXWQZGs","One Mississippi","Zara Larsson","Apr 25, 2021","https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg","3:07","","So Good","https://open.spotify.com/album/5YLRVHDVRw3QqWbeTGpC5B","",""
"159","https://i.scdn.co/image/ab67616d000048519e1683774b22648f4f178ed3","https://open.spotify.com/track/65ACnVMmePTp8Xdk11jP2y","Don't Let Me Be Yours","","Zara Larsson","https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg","","","So Good","https://open.spotify.com/album/5YLRVHDVRw3QqWbeTGpC5B","Apr 25, 2021","3:19"
"160","https://i.scdn.co/image/ab67616d0000485199e6222625adb1dffb991ffb","https://open.spotify.com/track/2iwXTEtqSftngmufCdHSY4","Rendezvous","","DEAMN","https://open.spotify.com/artist/1Q50Y9cXWlkNEG6gJfUP1e","","","Save Me","https://open.spotify.com/album/2yeg3uKrWWCGWCH7Ef3eZY","Apr 25, 2021","3:11"
"161","https://i.scdn.co/image/ab67616d00004851d60973c5975e57b14add12a6","https://open.spotify.com/track/4Pw2nBsmnww7dIyB12Fmw8","I Do","","911","https://open.spotify.com/artist/3H7pODXycF821OnRyAw2VT","","","I Do","https://open.spotify.com/album/0P3hnZ6GLCr1UxxJYV5w13","Apr 25, 2021","3:27"
"162","https://i.scdn.co/image/ab67616d00004851a2f7d2c4c98718456f8e88cb","https://open.spotify.com/track/1HnTWOJNm9VyT4jDfNp7Ta","Invisible","","Anna Clendening","https://open.spotify.com/artist/2y9j8qUwBMGPYPQJJxmYzD","","","Invisible","https://open.spotify.com/album/4qYwhvbCXkTELRXqbA4Q1Q","Apr 25, 2021","3:06"
"163","https://i.scdn.co/image/ab67616d00004851c1d2f3c457d0ae59a7d7e4ce","https://open.spotify.com/track/4BGaoomiLpfjfR5rg64cfi","Why Do I?",",","Unknown Brain","https://open.spotify.com/artist/0okpgBQamDqOZazBeH0J3I","Bri Tolani","https://open.spotify.com/artist/1n3vQMwMRpRdCo5zq8huw0","Why Do I?","https://open.spotify.com/album/5fBYz6YilNGnZkKP98Km8S","Apr 25, 2021","3:43"
